Instrument:,H2S-240708934,,,,
"3/2/2026, 11:21:14 PM",3.608,48.9,89.3,0,2026-03-03T04:21:14.000Z
"3/2/2026, 11:24:14 PM",3.608,48.9,89.4,0,2026-03-03T04:24:14.000Z
"3/2/2026, 11:27:14 PM",3.608,48.9,89.4,0,2026-03-03T04:27:14.000Z
"3/2/2026, 11:30:14 PM",3.608,48.9,89.4,0,2026-03-03T04:30:14.000Z
"3/2/2026, 11:33:14 PM",3.608,48.9,89.4,0,2026-03-03T04:33:14.000Z
"3/2/2026, 11:36:14 PM",3.608,48.9,89.5,0,2026-03-03T04:36:14.000Z
"3/2/2026, 11:39:14 PM",3.608,49.1,89.5,0,2026-03-03T04:39:14.000Z
"3/2/2026, 11:42:14 PM",3.608,49.1,89.5,0,2026-03-03T04:42:14.000Z
"3/2/2026, 11:45:14 PM",3.608,49.1,89.6,0,2026-03-03T04:45:14.000Z
"3/2/2026, 11:48:14 PM",3.608,49.3,89.6,0,2026-03-03T04:48:14.000Z
"3/2/2026, 11:51:14 PM",3.608,49.3,89.7,0,2026-03-03T04:51:14.000Z
"3/2/2026, 11:54:14 PM",3.608,49.3,89.7,0,2026-03-03T04:54:14.000Z
"3/2/2026, 11:57:14 PM",3.608,49.3,89.7,0,2026-03-03T04:57:14.000Z
"3/3/2026, 12:00:14 AM",3.608,49.5,89.8,0,2026-03-03T05:00:14.000Z
"3/3/2026, 12:03:14 AM",3.607,49.5,89.8,0,2026-03-03T05:03:14.000Z
"3/3/2026, 12:06:14 AM",3.608,49.6,89.9,0,2026-03-03T05:06:14.000Z
"3/3/2026, 12:09:14 AM",3.608,49.6,89.9,0,2026-03-03T05:09:14.000Z
"3/3/2026, 12:12:14 AM",3.608,49.8,89.9,0,2026-03-03T05:12:14.000Z
"3/3/2026, 12:15:14 AM",3.608,49.8,90,0,2026-03-03T05:15:14.000Z
"3/3/2026, 12:18:14 AM",3.608,49.8,90,0,2026-03-03T05:18:14.000Z
"3/3/2026, 12:21:14 AM",3.608,49.8,90.1,0,2026-03-03T05:21:14.000Z
"3/3/2026, 12:24:14 AM",3.608,49.8,90.1,0,2026-03-03T05:24:14.000Z
"3/3/2026, 12:27:14 AM",3.607,50,90.1,0,2026-03-03T05:27:14.000Z
"3/3/2026, 12:30:14 AM",3.608,50,90.2,0,2026-03-03T05:30:14.000Z
"3/3/2026, 12:33:14 AM",3.608,50,90.2,0,2026-03-03T05:33:14.000Z
"3/3/2026, 12:36:14 AM",3.608,50,90.2,0,2026-03-03T05:36:14.000Z
"3/3/2026, 12:39:14 AM",3.608,50,90.2,0,2026-03-03T05:39:14.000Z
"3/3/2026, 12:42:14 AM",3.608,50.2,90.3,0,2026-03-03T05:42:14.000Z
"3/3/2026, 12:45:14 AM",3.608,50.2,90.3,0,2026-03-03T05:45:14.000Z
"3/3/2026, 12:48:14 AM",3.608,50.2,90.3,0,2026-03-03T05:48:14.000Z
"3/3/2026, 12:51:14 AM",3.608,50.2,90.4,0,2026-03-03T05:51:14.000Z
"3/3/2026, 12:54:14 AM",3.608,50.2,90.4,0,2026-03-03T05:54:14.000Z
"3/3/2026, 12:57:14 AM",3.608,50.2,90.4,0,2026-03-03T05:57:14.000Z
"3/3/2026, 1:00:14 AM",3.608,50.4,90.5,0,2026-03-03T06:00:14.000Z
"3/3/2026, 1:03:14 AM",3.608,50.4,90.5,0,2026-03-03T06:03:14.000Z
"3/3/2026, 1:06:14 AM",3.608,50.5,90.6,0,2026-03-03T06:06:14.000Z
"3/3/2026, 1:09:14 AM",3.608,50.5,90.6,0,2026-03-03T06:09:14.000Z
"3/3/2026, 1:12:14 AM",3.608,50.5,90.6,0,2026-03-03T06:12:14.000Z
"3/3/2026, 1:15:14 AM",3.608,50.5,90.7,0,2026-03-03T06:15:14.000Z
"3/3/2026, 1:18:14 AM",3.608,50.5,90.7,0,2026-03-03T06:18:14.000Z
"3/3/2026, 1:21:14 AM",3.608,50.5,90.7,0,2026-03-03T06:21:14.000Z
"3/3/2026, 1:24:14 AM",3.608,50.5,90.8,0,2026-03-03T06:24:14.000Z
"3/3/2026, 1:27:14 AM",3.608,50.7,90.8,0,2026-03-03T06:27:14.000Z
"3/3/2026, 1:30:14 AM",3.608,50.5,90.8,0,2026-03-03T06:30:14.000Z
"3/3/2026, 1:33:14 AM",3.608,50.5,90.9,0,2026-03-03T06:33:14.000Z
"3/3/2026, 1:36:14 AM",3.608,50.5,90.9,0,2026-03-03T06:36:14.000Z
"3/3/2026, 1:39:14 AM",3.608,50.5,90.9,0,2026-03-03T06:39:14.000Z
"3/3/2026, 1:42:14 AM",3.608,50.5,90.9,0,2026-03-03T06:42:14.000Z
"3/3/2026, 1:45:14 AM",3.608,50.5,91,0,2026-03-03T06:45:14.000Z
"3/3/2026, 1:48:14 AM",3.608,50.7,91,0,2026-03-03T06:48:14.000Z
"3/3/2026, 1:51:14 AM",3.608,50.7,91,0,2026-03-03T06:51:14.000Z
"3/3/2026, 1:54:14 AM",3.608,50.7,91.1,0,2026-03-03T06:54:14.000Z
"3/3/2026, 1:57:14 AM",3.607,50.7,91.1,0,2026-03-03T06:57:14.000Z
"3/3/2026, 2:00:14 AM",3.608,50.7,91.1,0,2026-03-03T07:00:14.000Z
"3/3/2026, 2:03:14 AM",3.608,50.7,91.2,0,2026-03-03T07:03:14.000Z
"3/3/2026, 2:06:14 AM",3.608,50.9,91.2,0,2026-03-03T07:06:14.000Z
"3/3/2026, 2:09:14 AM",3.608,50.9,91.2,0,2026-03-03T07:09:14.000Z
"3/3/2026, 2:12:14 AM",3.608,50.9,91.3,0,2026-03-03T07:12:14.000Z
"3/3/2026, 2:15:14 AM",3.608,51.1,91.3,0,2026-03-03T07:15:14.000Z
"3/3/2026, 2:18:14 AM",3.608,51.1,91.3,0,2026-03-03T07:18:14.000Z
"3/3/2026, 2:21:14 AM",3.608,51.1,91.4,0,2026-03-03T07:21:14.000Z
"3/3/2026, 2:24:14 AM",3.609,51.1,91.4,0,2026-03-03T07:24:14.000Z
"3/3/2026, 2:27:14 AM",3.608,51.3,91.4,0,2026-03-03T07:27:14.000Z
"3/3/2026, 2:30:14 AM",3.608,51.3,91.4,0,2026-03-03T07:30:14.000Z
"3/3/2026, 2:33:14 AM",3.608,51.3,91.4,0,2026-03-03T07:33:14.000Z
"3/3/2026, 2:36:14 AM",3.608,51.4,91.5,0,2026-03-03T07:36:14.000Z
"3/3/2026, 2:39:14 AM",3.608,51.4,91.5,0,2026-03-03T07:39:14.000Z
"3/3/2026, 2:42:14 AM",3.609,51.4,91.6,0,2026-03-03T07:42:14.000Z
"3/3/2026, 2:45:14 AM",3.608,51.6,91.6,0,2026-03-03T07:45:14.000Z
"3/3/2026, 2:48:14 AM",3.608,51.6,91.6,0,2026-03-03T07:48:14.000Z
"3/3/2026, 2:51:14 AM",3.608,51.6,91.7,0,2026-03-03T07:51:14.000Z
"3/3/2026, 2:54:14 AM",3.609,51.6,91.7,0,2026-03-03T07:54:14.000Z
"3/3/2026, 2:57:14 AM",3.608,51.6,91.7,0,2026-03-03T07:57:14.000Z
"3/3/2026, 3:00:14 AM",3.609,51.6,91.8,0,2026-03-03T08:00:14.000Z
"3/3/2026, 3:03:14 AM",3.609,51.6,91.8,0,2026-03-03T08:03:14.000Z
"3/3/2026, 3:06:14 AM",3.608,51.6,91.8,0,2026-03-03T08:06:14.000Z
"3/3/2026, 3:09:14 AM",3.608,51.6,91.8,0,2026-03-03T08:09:14.000Z
"3/3/2026, 3:12:14 AM",3.609,51.6,91.8,0,2026-03-03T08:12:14.000Z
"3/3/2026, 3:15:14 AM",3.608,51.6,91.9,0,2026-03-03T08:15:14.000Z
"3/3/2026, 3:18:14 AM",3.608,51.8,92,0,2026-03-03T08:18:14.000Z
"3/3/2026, 3:21:14 AM",3.609,51.8,92,0,2026-03-03T08:21:14.000Z
"3/3/2026, 3:24:14 AM",3.608,51.8,92,0,2026-03-03T08:24:14.000Z
"3/3/2026, 3:27:14 AM",3.609,51.8,92,0,2026-03-03T08:27:14.000Z
"3/3/2026, 3:30:14 AM",3.608,51.8,92.1,0,2026-03-03T08:30:14.000Z
"3/3/2026, 3:33:14 AM",3.608,51.8,92.1,0,2026-03-03T08:33:14.000Z
"3/3/2026, 3:36:14 AM",3.608,51.8,92.1,0,2026-03-03T08:36:14.000Z
"3/3/2026, 3:39:14 AM",3.609,51.8,92.2,0,2026-03-03T08:39:14.000Z
"3/3/2026, 3:42:14 AM",3.608,51.8,92.2,0,2026-03-03T08:42:14.000Z
"3/3/2026, 3:45:14 AM",3.608,51.6,92.2,0,2026-03-03T08:45:14.000Z
"3/3/2026, 3:48:14 AM",3.609,51.6,92.2,0,2026-03-03T08:48:14.000Z
"3/3/2026, 3:51:14 AM",3.608,51.6,92.2,0,2026-03-03T08:51:14.000Z
"3/3/2026, 3:54:14 AM",3.608,51.6,92.2,0,2026-03-03T08:54:14.000Z
"3/3/2026, 3:57:14 AM",3.608,51.6,92.3,0,2026-03-03T08:57:14.000Z
"3/3/2026, 4:00:14 AM",3.609,51.6,92.3,0,2026-03-03T09:00:14.000Z
"3/3/2026, 4:03:14 AM",3.608,51.4,92.3,0,2026-03-03T09:03:14.000Z
"3/3/2026, 4:06:14 AM",3.608,51.4,92.4,0,2026-03-03T09:06:14.000Z
"3/3/2026, 4:09:14 AM",3.608,51.4,92.4,0,2026-03-03T09:09:14.000Z
"3/3/2026, 4:12:14 AM",3.608,51.6,92.4,0,2026-03-03T09:12:14.000Z
"3/3/2026, 4:15:14 AM",3.608,51.6,92.4,0,2026-03-03T09:15:14.000Z
"3/3/2026, 4:18:14 AM",3.608,51.6,92.5,0,2026-03-03T09:18:14.000Z
"3/3/2026, 4:21:14 AM",3.608,51.6,92.5,0,2026-03-03T09:21:14.000Z
"3/3/2026, 4:24:14 AM",3.608,51.6,92.5,0,2026-03-03T09:24:14.000Z
"3/3/2026, 4:27:14 AM",3.608,51.6,92.5,0,2026-03-03T09:27:14.000Z
"3/3/2026, 4:30:14 AM",3.608,51.6,92.6,0,2026-03-03T09:30:14.000Z
"3/3/2026, 4:33:14 AM",3.608,51.6,92.6,0,2026-03-03T09:33:14.000Z
"3/3/2026, 4:36:14 AM",3.608,51.8,92.7,0,2026-03-03T09:36:14.000Z
"3/3/2026, 4:39:14 AM",3.608,51.8,92.7,0,2026-03-03T09:39:14.000Z
"3/3/2026, 4:42:14 AM",3.608,51.8,92.7,0,2026-03-03T09:42:14.000Z
"3/3/2026, 4:45:14 AM",3.608,51.8,92.7,0,2026-03-03T09:45:14.000Z
"3/3/2026, 4:48:14 AM",3.608,51.8,92.8,0,2026-03-03T09:48:14.000Z
"3/3/2026, 4:51:14 AM",3.608,51.8,92.8,0,2026-03-03T09:51:14.000Z
"3/3/2026, 4:54:14 AM",3.608,51.8,92.8,0,2026-03-03T09:54:14.000Z
"3/3/2026, 4:57:14 AM",3.608,51.8,92.9,0,2026-03-03T09:57:14.000Z
"3/3/2026, 5:00:14 AM",3.608,51.8,92.9,0,2026-03-03T10:00:14.000Z
"3/3/2026, 5:03:14 AM",3.608,51.8,92.9,0,2026-03-03T10:03:14.000Z
"3/3/2026, 5:06:14 AM",3.608,51.8,92.9,0,2026-03-03T10:06:14.000Z
"3/3/2026, 5:09:14 AM",3.608,51.8,93,0,2026-03-03T10:09:14.000Z
"3/3/2026, 5:12:14 AM",3.608,51.8,93,0,2026-03-03T10:12:14.000Z
"3/3/2026, 5:15:14 AM",3.608,52,93,0,2026-03-03T10:15:14.000Z
"3/3/2026, 5:18:14 AM",3.608,52,93,0,2026-03-03T10:18:14.000Z
"3/3/2026, 5:21:14 AM",3.608,52,93,0,2026-03-03T10:21:14.000Z
"3/3/2026, 5:24:14 AM",3.608,52,93.1,0,2026-03-03T10:24:14.000Z
"3/3/2026, 5:27:14 AM",3.608,52,93.1,0,2026-03-03T10:27:14.000Z
"3/3/2026, 5:30:14 AM",3.608,52,93.2,0,2026-03-03T10:30:14.000Z
"3/3/2026, 5:33:14 AM",3.608,52.2,93.2,0,2026-03-03T10:33:14.000Z
"3/3/2026, 5:36:14 AM",3.608,52.2,93.2,0,2026-03-03T10:36:14.000Z
"3/3/2026, 5:39:14 AM",3.608,52.2,93.2,0,2026-03-03T10:39:14.000Z
"3/3/2026, 5:42:14 AM",3.608,52.2,93.2,0,2026-03-03T10:42:14.000Z
"3/3/2026, 5:45:14 AM",3.608,52.2,93.3,0,2026-03-03T10:45:14.000Z
"3/3/2026, 5:48:14 AM",3.608,52.2,93.3,0,2026-03-03T10:48:14.000Z
"3/3/2026, 5:51:14 AM",3.608,52.3,93.3,0,2026-03-03T10:51:14.000Z
"3/3/2026, 5:54:14 AM",3.608,52.3,93.4,0,2026-03-03T10:54:14.000Z
"3/3/2026, 5:57:14 AM",3.608,52.2,93.4,0,2026-03-03T10:57:14.000Z
"3/3/2026, 6:00:14 AM",3.608,52.2,93.4,0,2026-03-03T11:00:14.000Z
"3/3/2026, 6:03:14 AM",3.609,52.3,93.4,0,2026-03-03T11:03:14.000Z
"3/3/2026, 6:06:14 AM",3.608,52.3,93.4,0,2026-03-03T11:06:14.000Z
"3/3/2026, 6:09:14 AM",3.608,52.3,93.5,0,2026-03-03T11:09:14.000Z
"3/3/2026, 6:12:14 AM",3.608,52.3,93.5,0,2026-03-03T11:12:14.000Z
"3/3/2026, 6:15:14 AM",3.608,52.3,93.5,0,2026-03-03T11:15:14.000Z
"3/3/2026, 6:18:14 AM",3.608,52.3,93.6,0,2026-03-03T11:18:14.000Z
"3/3/2026, 6:21:14 AM",3.608,52.3,93.6,0,2026-03-03T11:21:14.000Z
"3/3/2026, 6:24:14 AM",3.608,52.5,93.6,0,2026-03-03T11:24:14.000Z
"3/3/2026, 6:27:14 AM",3.608,52.5,93.6,0,2026-03-03T11:27:14.000Z
"3/3/2026, 6:30:14 AM",3.608,52.5,93.6,0,2026-03-03T11:30:14.000Z
"3/3/2026, 6:33:14 AM",3.608,52.5,93.6,0,2026-03-03T11:33:14.000Z
"3/3/2026, 6:36:14 AM",3.608,52.5,93.7,0,2026-03-03T11:36:14.000Z
"3/3/2026, 6:39:14 AM",3.608,52.5,93.7,0,2026-03-03T11:39:14.000Z
"3/3/2026, 6:42:14 AM",3.608,52.5,93.7,0,2026-03-03T11:42:14.000Z
"3/3/2026, 6:45:14 AM",3.608,52.5,93.8,0,2026-03-03T11:45:14.000Z
"3/3/2026, 6:48:14 AM",3.608,52.5,93.8,0,2026-03-03T11:48:14.000Z
"3/3/2026, 6:51:14 AM",3.608,52.5,93.8,0,2026-03-03T11:51:14.000Z
"3/3/2026, 6:54:14 AM",3.608,52.5,93.8,0,2026-03-03T11:54:14.000Z
"3/3/2026, 6:57:14 AM",3.608,52.5,93.9,0,2026-03-03T11:57:14.000Z
"3/3/2026, 7:00:14 AM",3.608,52.5,93.9,0,2026-03-03T12:00:14.000Z
"3/3/2026, 7:03:14 AM",3.608,52.5,93.9,0,2026-03-03T12:03:14.000Z
"3/3/2026, 7:06:14 AM",3.608,52.3,93.9,0,2026-03-03T12:06:14.000Z
"3/3/2026, 7:09:14 AM",3.608,52.3,93.9,0,2026-03-03T12:09:14.000Z
"3/3/2026, 7:12:14 AM",3.608,52.3,93.9,0,2026-03-03T12:12:14.000Z
"3/3/2026, 7:15:14 AM",3.608,52.3,94,0,2026-03-03T12:15:14.000Z
"3/3/2026, 7:18:14 AM",3.608,52.5,94,0,2026-03-03T12:18:14.000Z
"3/3/2026, 7:21:14 AM",3.608,52.5,94,0,2026-03-03T12:21:14.000Z
"3/3/2026, 7:24:14 AM",3.608,52.5,94,0,2026-03-03T12:24:14.000Z
"3/3/2026, 7:27:14 AM",3.608,52.5,94.1,0,2026-03-03T12:27:14.000Z
"3/3/2026, 7:30:14 AM",3.608,52.5,94.1,0,2026-03-03T12:30:14.000Z
"3/3/2026, 7:33:14 AM",3.608,52.7,94.1,0,2026-03-03T12:33:14.000Z
"3/3/2026, 7:36:14 AM",3.608,52.7,94.1,0,2026-03-03T12:36:14.000Z
"3/3/2026, 7:39:14 AM",3.608,52.7,94.1,0,2026-03-03T12:39:14.000Z
"3/3/2026, 7:42:14 AM",3.608,52.9,94.2,0,2026-03-03T12:42:14.000Z
"3/3/2026, 7:45:14 AM",3.608,52.9,94.2,0,2026-03-03T12:45:14.000Z
"3/3/2026, 7:48:14 AM",3.608,52.9,94.2,0,2026-03-03T12:48:14.000Z
"3/3/2026, 7:51:14 AM",3.608,53.1,94.3,0,2026-03-03T12:51:14.000Z
"3/3/2026, 7:54:14 AM",3.608,53.1,94.3,0,2026-03-03T12:54:14.000Z
"3/3/2026, 7:57:14 AM",3.608,53.1,94.3,0,2026-03-03T12:57:14.000Z
"3/3/2026, 8:00:14 AM",3.608,53.2,94.3,0,2026-03-03T13:00:14.000Z
"3/3/2026, 8:03:14 AM",3.608,53.2,94.3,0,2026-03-03T13:03:14.000Z
"3/3/2026, 8:06:14 AM",3.608,53.2,94.4,0,2026-03-03T13:06:14.000Z
"3/3/2026, 8:09:14 AM",3.609,53.4,94.4,0,2026-03-03T13:09:14.000Z
"3/3/2026, 8:12:14 AM",3.608,53.4,94.4,0,2026-03-03T13:12:14.000Z
"3/3/2026, 8:15:14 AM",3.608,53.6,94.4,0,2026-03-03T13:15:14.000Z
"3/3/2026, 8:18:14 AM",3.608,53.6,94.5,0,2026-03-03T13:18:14.000Z
"3/3/2026, 8:21:14 AM",3.608,53.8,94.5,0,2026-03-03T13:21:14.000Z
"3/3/2026, 8:24:14 AM",3.609,54,94.5,0,2026-03-03T13:24:14.000Z
"3/3/2026, 8:27:14 AM",3.609,54.1,94.5,0,2026-03-03T13:27:14.000Z
"3/3/2026, 8:30:14 AM",3.609,54.1,94.6,0,2026-03-03T13:30:14.000Z
"3/3/2026, 8:33:14 AM",3.608,54.3,94.6,0,2026-03-03T13:33:14.000Z
"3/3/2026, 8:36:14 AM",3.608,54.5,94.6,0,2026-03-03T13:36:14.000Z
"3/3/2026, 8:39:14 AM",3.608,54.5,94.7,0,2026-03-03T13:39:14.000Z
"3/3/2026, 8:42:14 AM",3.608,54.7,94.7,0,2026-03-03T13:42:14.000Z
"3/3/2026, 8:45:14 AM",3.608,54.7,94.7,0,2026-03-03T13:45:14.000Z
"3/3/2026, 8:48:14 AM",3.609,54.9,94.7,0,2026-03-03T13:48:14.000Z
"3/3/2026, 8:51:14 AM",3.608,54.9,94.7,0,2026-03-03T13:51:14.000Z
"3/3/2026, 8:54:14 AM",3.609,55,94.7,0,2026-03-03T13:54:14.000Z
"3/3/2026, 8:57:14 AM",3.609,55,94.7,0,2026-03-03T13:57:14.000Z
"3/3/2026, 9:00:14 AM",3.609,55.2,94.8,0,2026-03-03T14:00:14.000Z
"3/3/2026, 9:03:14 AM",3.609,55.4,94.8,0,2026-03-03T14:03:14.000Z
"3/3/2026, 9:06:14 AM",3.609,55.6,94.8,0,2026-03-03T14:06:14.000Z
"3/3/2026, 9:09:14 AM",3.609,55.8,94.8,0,2026-03-03T14:09:14.000Z
"3/3/2026, 9:12:14 AM",3.609,55.9,94.9,0,2026-03-03T14:12:14.000Z
"3/3/2026, 9:15:14 AM",3.609,56.1,94.9,0,2026-03-03T14:15:14.000Z
"3/3/2026, 9:18:14 AM",3.609,56.1,94.9,0,2026-03-03T14:18:14.000Z
"3/3/2026, 9:21:14 AM",3.609,56.1,94.9,0,2026-03-03T14:21:14.000Z
"3/3/2026, 9:24:14 AM",3.609,56.1,95,0,2026-03-03T14:24:14.000Z
"3/3/2026, 9:27:14 AM",3.609,56.1,95,0,2026-03-03T14:27:14.000Z
"3/3/2026, 9:30:14 AM",3.609,56.1,95,0,2026-03-03T14:30:14.000Z
"3/3/2026, 9:33:14 AM",3.61,56.1,95,0,2026-03-03T14:33:14.000Z
"3/3/2026, 9:36:14 AM",3.609,55.9,95,0,2026-03-03T14:36:14.000Z
"3/3/2026, 9:39:14 AM",3.609,55.9,95,0,2026-03-03T14:39:14.000Z
"3/3/2026, 9:42:14 AM",3.61,55.9,95.1,0,2026-03-03T14:42:14.000Z
"3/3/2026, 9:45:14 AM",3.609,55.9,95.1,0,2026-03-03T14:45:14.000Z
"3/3/2026, 9:48:14 AM",3.609,55.9,95.1,0,2026-03-03T14:48:14.000Z
"3/3/2026, 9:51:14 AM",3.61,55.9,95.1,0,2026-03-03T14:51:14.000Z
"3/3/2026, 9:54:14 AM",3.609,56.1,95.1,0,2026-03-03T14:54:14.000Z
"3/3/2026, 9:57:14 AM",3.61,56.1,95.1,0,2026-03-03T14:57:14.000Z
"3/3/2026, 10:00:14 AM",3.609,56.1,95.1,0,2026-03-03T15:00:14.000Z
"3/3/2026, 10:03:14 AM",3.61,56.1,95.2,0,2026-03-03T15:03:14.000Z
"3/3/2026, 10:06:14 AM",3.609,56.3,95.2,0,2026-03-03T15:06:14.000Z
"3/3/2026, 10:09:14 AM",3.609,56.3,95.2,0,2026-03-03T15:09:14.000Z
"3/3/2026, 10:12:14 AM",3.61,56.3,95.2,0,2026-03-03T15:12:14.000Z
"3/3/2026, 10:15:14 AM",3.61,56.3,95.2,0,2026-03-03T15:15:14.000Z
"3/3/2026, 10:18:14 AM",3.61,56.3,95.2,0,2026-03-03T15:18:14.000Z
"3/3/2026, 10:21:14 AM",3.61,56.5,95.3,0,2026-03-03T15:21:14.000Z
"3/3/2026, 10:24:14 AM",3.609,56.5,95.3,0,2026-03-03T15:24:14.000Z
"3/3/2026, 10:27:14 AM",3.609,56.5,95.3,0,2026-03-03T15:27:14.000Z
"3/3/2026, 10:30:14 AM",3.609,56.5,95.4,0,2026-03-03T15:30:14.000Z
"3/3/2026, 10:33:14 AM",3.61,56.5,95.4,0,2026-03-03T15:33:14.000Z
"3/3/2026, 10:36:14 AM",3.61,56.5,95.4,0,2026-03-03T15:36:14.000Z
"3/3/2026, 10:39:14 AM",3.61,56.5,95.4,0,2026-03-03T15:39:14.000Z
"3/3/2026, 10:42:14 AM",3.61,56.5,95.4,0,2026-03-03T15:42:14.000Z
"3/3/2026, 10:45:14 AM",3.61,56.5,95.4,0,2026-03-03T15:45:14.000Z
"3/3/2026, 10:48:14 AM",3.61,56.5,95.4,0,2026-03-03T15:48:14.000Z
"3/3/2026, 10:51:14 AM",3.61,56.5,95.4,0,2026-03-03T15:51:14.000Z
"3/3/2026, 10:54:14 AM",3.61,56.5,95.4,0,2026-03-03T15:54:14.000Z
"3/3/2026, 10:57:14 AM",3.61,56.5,95.5,0,2026-03-03T15:57:14.000Z
"3/3/2026, 11:00:14 AM",3.61,56.5,95.5,0,2026-03-03T16:00:14.000Z
"3/3/2026, 11:03:14 AM",3.61,56.5,95.5,0,2026-03-03T16:03:14.000Z
"3/3/2026, 11:06:14 AM",3.609,56.3,95.5,0,2026-03-03T16:06:14.000Z
"3/3/2026, 11:09:14 AM",3.61,56.3,95.5,0,2026-03-03T16:09:14.000Z
"3/3/2026, 11:12:14 AM",3.61,56.3,95.6,0,2026-03-03T16:12:14.000Z
"3/3/2026, 11:15:14 AM",3.609,56.1,95.6,0,2026-03-03T16:15:14.000Z
"3/3/2026, 11:18:14 AM",3.61,56.1,95.6,0,2026-03-03T16:18:14.000Z
"3/3/2026, 11:21:14 AM",3.61,55.9,95.6,0,2026-03-03T16:21:14.000Z
"3/3/2026, 11:24:14 AM",3.61,55.9,95.6,0,2026-03-03T16:24:14.000Z
"3/3/2026, 11:27:14 AM",3.609,55.9,95.6,0,2026-03-03T16:27:14.000Z
"3/3/2026, 11:30:14 AM",3.61,55.8,95.6,0,2026-03-03T16:30:14.000Z
"3/3/2026, 11:33:14 AM",3.61,55.8,95.6,0,2026-03-03T16:33:14.000Z
"3/3/2026, 11:36:14 AM",3.609,55.8,95.6,0,2026-03-03T16:36:14.000Z
"3/3/2026, 11:39:14 AM",3.61,55.8,95.7,0,2026-03-03T16:39:14.000Z
"3/3/2026, 11:42:14 AM",3.61,55.8,95.7,0,2026-03-03T16:42:14.000Z
"3/3/2026, 11:45:14 AM",3.609,55.8,95.7,0,2026-03-03T16:45:14.000Z
"3/3/2026, 11:48:14 AM",3.61,55.8,95.7,0,2026-03-03T16:48:14.000Z
"3/3/2026, 11:51:14 AM",3.61,55.8,95.8,0,2026-03-03T16:51:14.000Z
"3/3/2026, 11:54:14 AM",3.61,55.8,95.8,0,2026-03-03T16:54:14.000Z
"3/3/2026, 11:57:14 AM",3.609,55.8,95.8,0,2026-03-03T16:57:14.000Z
"3/3/2026, 12:00:14 PM",3.609,55.6,95.8,0,2026-03-03T17:00:14.000Z
"3/3/2026, 12:03:14 PM",3.609,55.6,95.9,0,2026-03-03T17:03:14.000Z
"3/3/2026, 12:06:14 PM",3.609,55.6,95.9,0,2026-03-03T17:06:14.000Z
"3/3/2026, 12:09:14 PM",3.609,55.6,95.9,0,2026-03-03T17:09:14.000Z
"3/3/2026, 12:12:14 PM",3.609,55.4,95.9,0,2026-03-03T17:12:14.000Z
"3/3/2026, 12:15:14 PM",3.609,55.4,95.9,0,2026-03-03T17:15:14.000Z
"3/3/2026, 12:18:14 PM",3.609,55.4,95.9,0,2026-03-03T17:18:14.000Z
"3/3/2026, 12:21:14 PM",3.609,55.4,95.9,0,2026-03-03T17:21:14.000Z
"3/3/2026, 12:24:14 PM",3.609,55.4,95.9,0,2026-03-03T17:24:14.000Z
"3/3/2026, 12:27:14 PM",3.609,55.6,96,0,2026-03-03T17:27:14.000Z
"3/3/2026, 12:30:14 PM",3.609,55.4,96,0,2026-03-03T17:30:14.000Z
"3/3/2026, 12:33:14 PM",3.609,55.4,96,0,2026-03-03T17:33:14.000Z
"3/3/2026, 12:36:14 PM",3.609,55.2,96,0,2026-03-03T17:36:14.000Z
"3/3/2026, 12:39:14 PM",3.609,55.2,96,0,2026-03-03T17:39:14.000Z
"3/3/2026, 12:42:14 PM",3.609,55.2,96,0,2026-03-03T17:42:14.000Z
"3/3/2026, 12:45:14 PM",3.609,55,96,0,2026-03-03T17:45:14.000Z
"3/3/2026, 12:48:14 PM",3.609,55,96.1,0,2026-03-03T17:48:14.000Z
"3/3/2026, 12:51:14 PM",3.609,55.2,96.1,0,2026-03-03T17:51:14.000Z
"3/3/2026, 12:54:14 PM",3.609,55.2,96.1,0,2026-03-03T17:54:14.000Z
"3/3/2026, 12:57:14 PM",3.609,55.2,96.1,0,2026-03-03T17:57:14.000Z
"3/3/2026, 1:00:14 PM",3.609,55.2,96.1,0,2026-03-03T18:00:14.000Z
"3/3/2026, 1:03:14 PM",3.609,55.2,96.2,0,2026-03-03T18:03:14.000Z
"3/3/2026, 1:06:14 PM",3.609,55.2,96.2,0,2026-03-03T18:06:14.000Z
"3/3/2026, 1:09:14 PM",3.609,55.2,96.2,0,2026-03-03T18:09:14.000Z
"3/3/2026, 1:12:14 PM",3.609,55.2,96.2,0,2026-03-03T18:12:14.000Z
"3/3/2026, 1:15:14 PM",3.609,55.4,96.2,0,2026-03-03T18:15:14.000Z
"3/3/2026, 1:18:14 PM",3.609,55.4,96.2,0,2026-03-03T18:18:14.000Z
"3/3/2026, 1:21:14 PM",3.609,55.4,96.2,0,2026-03-03T18:21:14.000Z
"3/3/2026, 1:24:14 PM",3.609,55.6,96.3,0,2026-03-03T18:24:14.000Z
"3/3/2026, 1:27:14 PM",3.609,55.6,96.3,0,2026-03-03T18:27:14.000Z
"3/3/2026, 1:30:14 PM",3.608,55.8,96.3,0,2026-03-03T18:30:14.000Z
"3/3/2026, 1:33:14 PM",3.609,55.9,96.3,0,2026-03-03T18:33:14.000Z
"3/3/2026, 1:36:14 PM",3.609,55.9,96.3,0,2026-03-03T18:36:14.000Z
"3/3/2026, 1:39:14 PM",3.609,56.1,96.3,0,2026-03-03T18:39:14.000Z
